Dimensions - 2

(7.374562435532772E-11,4.351634242584508E-12)
(7.516852776972619E-11,-3.500371099449507E-11)
(-1.5989037637584917E-11,9.662990668879313E-11)
(-5.4138591434626467E-11,1.0822069854563645E-11)
(-8.896995698211732E-11,3.856466861118845E-11)
(6.296945645743924E-11,7.112235606964584E-11)
(1.471727580723924E-11,-3.5039928124610546E-12)
(-1.0890013582553141E-11,4.5770948596334813E-11)
(-1.5127008446597716E-11,-5.032868538297946E-11)
(-2.3694311647138715E-11,-4.1328456864449844E-11)
(-4.811302849886647E-11,1.950279600728795E-12)
(-8.437871763980283E-12,-6.154845263644263E-11)
(-6.894627878113797E-12,-1.875187190900895E-12)
(-3.946657584551326E-11,8.26624430674285E-11)
(5.2522412909649136E-11,5.237121739367077E-11)
(2.2091793209439255E-11,4.143319407360101E-11)
(2.4904647638485296E-11,5.720773412190719E-11)
(-5.857529012097137E-12,-8.92322020968985E-11)
(-2.2156281063816412E-11,-6.978530979863096E-11)

Dimensions - 10

(2.4604287440173536E-11,1.7860177298215228E-11)
(9.110897952775195E-12,-6.85464827332903E-11)
(5.257991270204508E-11,-4.700972611623362E-11)
(1.0743966309808125E-11,-3.615083337812355E-11)
(4.985465071439704E-11,-5.5742517904756795E-11)
(5.806721384425371E-11,-7.901110465333572E-11)
(-2.428148387161991E-11,-4.643255081010864E-11)
(-3.782489173406571E-12,-9.438953393542287E-11)
(-8.804134525896723E-11,-7.667517542784104E-12)
(4.049732241498716E-12,-9.443193839189917E-11)
(8.547615330351957E-11,2.317630381697859E-11)
(7.081501282296629E-13,5.616820927534585E-11)
(-5.903454242306959E-11,-7.020877119731665E-11)
(-7.3587195052609E-12,3.948678547920131E-11)
(-1.6023849102729789E-12,3.639106058225934E-11)
(5.892354715248299E-11,2.8298834917952402E-11)
(5.543627429667285E-11,4.4894645414806416E-11)
(4.4319291926985117E-11,-3.2350240933570547E-12)
(-1.496148328112651E-11,-1.9394700396051928E-11)
(-6.172502715131812E-11,-3.8480326697174393E-11)
(9.148085009348793E-11,3.832942107055502E-11)
(-7.34937427942019E-11,-6.680826555764939E-11)
(-6.107686261704222E-11,-7.880515241151936E-11)
(1.817089778599637E-11,7.448062229614437E-11)
(3.277916175777038E-11,-7.933996603159582E-11)
(-7.957657867353866E-11,-5.048185664621071E-11)
(-8.755034063582534E-11,-3.696109859009997E-11)
(2.2936007681196885E-11,-8.242834069634806E-11)
(-6.360139465408066E-11,1.0707278051441626E-11)
(-3.3900464898793196E-11,4.1523732976086085E-11)
(-5.074421844245215E-11,-6.783082263087191E-11)
(4.55270154942038E-11,1.3633311965965196E-11)
(-3.929580447760927E-11,5.840311000422493E-11)
(-8.214869756393851E-11,5.1545363861713527E-11)
(6.871315540201097E-11,-2.4680833307584805E-11)
(-1.5350373282950566E-11,8.597866806423159E-11)
(-7.460141897386673E-11,-3.209219094743657E-11)
(-9.203246145262454E-11,5.479718444921706E-12)
(-1.9093109657995436E-11,1.2508282153936213E-11)
(1.0198505768002028E-11,5.0805557529103795E-11)
(5.873006387082566E-11,9.120949829353527E-12)
(-1.3252815876365207E-11,8.422671465152016E-11)
(5.286301163687367E-11,-8.406709794189951E-11)
(-4.183093843848698E-11,1.3562323886227175E-11)
(-5.329711009928397E-11,-4.025133340844597E-11)
(-3.533900298112718E-11,3.964108104770152E-12)
(2.2793908620043744E-12,-1.6995302291433703E-11)
(6.397612615876302E-11,-1.715744844962198E-11)
(2.0106455588694798E-11,-8.370022184674956E-11)
(-8.753008623684623E-11,2.0721224454792938E-11)
(-2.0052638583950514E-11,-6.754071795113648E-11)
